DATE,wind_era5,wind_100_era5,wind_850hpa_era5,bld_era5,blh_era5,t2m_era5,d2m_era5,sshf_era5,wind_jra55,t2m_jra55,sh_jra55,lh_jra55,surf_roughness_jra55,wind_ncep1
1958-01-31,3.5127733,5.9815655,11.787536,6393.604,400.82532,287.84302,281.1984,-113002.91,2.2092175,289.23206,16.03209,43.554462,0.84573656,2.2356174
1958-02-01,2.9308684,4.8252506,11.111974,5064.7446,330.54752,288.0398,281.71094,-121208.77,1.2319133,289.1749,13.787056,42.47855,0.80960375,2.187716
1958-02-02,3.1903784,6.2478805,13.526303,6271.104,385.79178,290.55942,282.74747,-76015.17,1.332293,290.6074,11.749149,37.961716,0.80960375,2.6601725
1958-02-03,2.2806711,3.381612,8.957518,3612.3438,302.87784,291.55978,283.64917,-103229.76,1.1699908,293.31604,16.68726,32.3045,0.80960375,1.0740643
1958-02-04,2.4291818,4.854292,3.4582336,4796.893,284.04608,291.64096,284.94644,-73495.305,1.6085505,292.89148,18.08707,27.966263,0.80960375,3.7899413
1958-02-05,2.1994038,4.2640667,4.6236997,4298.5728,324.29745,292.5525,285.33997,-83454.21,0.90876955,293.38086,16.731007,27.414833,0.80960375,2.4489048
1958-02-06,3.0284183,5.7444153,8.936379,4113.7812,521.05817,292.41965,282.69565,-67657.125,1.9341612,293.25272,19.656769,26.669052,0.80960375,2.7534592
1958-02-07,4.6721835,8.350007,15.507047,10998.942,582.8154,291.43604,277.36642,-48164.19,2.6880546,291.85925,17.294075,25.173973,0.80960375,2.6339605
1958-02-08,5.3887444,9.357683,19.248848,18590.057,739.68286,291.65698,278.07605,-65291.418,3.577733,292.316,14.86842,21.917728,0.80960375,3.0036619
1958-02-09,4.6454825,8.379116,15.784374,12234.37,574.8838,289.9552,274.9127,-75679.195,2.281379,290.6779,22.579655,21.876606,0.80960375,3.4018774
1958-02-10,3.9655695,7.4553084,13.794964,8924.672,521.6067,289.70187,274.07413,-84487.87,1.9234016,290.40826,20.329147,20.167828,0.80960375,2.7612305
1958-02-11,2.6024923,4.5233855,8.112181,2416.3645,368.8273,289.88748,277.28848,-100852.164,1.205508,291.69775,25.867996,19.758724,0.80960375,3.7492702
1958-02-12,2.3286216,3.8947494,3.0684645,2534.716,321.49194,290.9343,278.4242,-115744.125,1.0838381,292.83926,25.995441,19.893887,0.80960375,3.6607199
1958-02-13,2.3539364,4.4498696,2.640185,5534.0024,283.61554,290.92703,278.7099,-62959.297,0.9750202,293.6557,24.500854,20.487854,0.80960375,3.7139347
1958-02-14,2.8734877,5.7218785,7.721069,6107.0728,531.0656,291.26105,277.10587,-90573.1,1.9329228,291.98608,22.398079,19.757824,0.80960375,2.8761983
1958-02-15,4.457297,8.113918,14.132541,11802.489,667.3699,290.39767,272.3943,-72368.79,2.2379057,291.31732,23.404987,19.12193,0.80960375,3.0841188
1958-02-16,5.2965817,9.305076,16.738241,17963.002,597.0694,291.11432,273.5483,-69174.98,2.7646263,291.59784,21.859528,17.474663,0.80960375,3.113052
1958-02-17,2.6473162,4.0423307,13.936058,5050.2163,348.781,291.39908,277.11957,-137444.64,1.6694498,291.9801,31.615612,18.659004,0.80960375,2.6045752
1958-02-18,1.8446202,2.9142501,5.9072895,2894.9688,289.24918,292.97952,281.5163,-98618.875,1.0222567,293.87036,34.979458,18.749088,0.80960375,3.3808117
1958-02-19,3.0504262,5.7722993,4.9447064,8146.039,499.80618,294.55203,282.37955,-72457.695,1.6371965,294.37897,20.586857,17.91933,0.80960375,3.1222491
1958-02-20,2.8358824,4.7982426,5.9972415,9091.823,402.86044,292.7969,284.19028,-155621.27,1.1389263,294.26282,40.435184,19.883202,0.80960375,2.7745426
1958-02-21,1.9912466,3.7358859,5.178927,3825.1692,541.3901,292.16672,281.69647,-158538.39,1.6275382,293.13516,33.416008,20.136024,0.80960375,2.833269
1958-02-22,2.8298311,4.8500834,5.4554715,2770.388,584.4289,291.9931,277.42923,-161091.9,1.3845633,292.97418,32.907085,20.802921,0.80960375,4.076201
1958-02-23,2.0027342,3.4997528,2.5805914,2445.4426,472.6759,292.1487,278.12735,-139069.19,0.8921372,293.33313,34.9406,20.645737,0.80960375,2.645726
1958-02-24,2.682202,5.0530543,3.8291805,4525.932,533.019,293.61063,281.45236,-126766.336,1.7576262,294.09784,38.639297,22.515068,0.80960375,3.1800725
1958-02-25,2.0231407,3.4892204,3.3903854,2115.2942,715.47565,294.14526,281.69284,-138474.3,0.6158911,295.21176,49.023556,18.73579,0.80960375,3.398545
1958-02-26,2.1480818,3.9159229,5.9320183,5170.6406,494.92953,294.5128,279.69354,-144136.6,1.0606002,295.42117,39.294647,17.76627,0.80960375,3.5373487
1958-02-27,3.5592444,6.215906,6.835648,13646.278,374.74194,293.4192,282.90094,-71171.1,2.1667788,295.19836,41.676357,28.176327,0.80960375,3.7208366
1958-02-28,2.079799,3.7640305,5.252383,4909.026,362.66336,292.03677,286.39618,-143935.03,1.9206036,294.16553,48.27616,51.098236,0.80960375,2.7658799
1958-03-01,2.4605803,4.6054916,5.5137806,4190.596,624.517,293.16748,282.33585,-177970.05,1.1310395,293.82373,39.347034,44.528805,0.7881194,2.9457858
1958-03-02,1.9864615,3.1430376,4.571264,3660.1042,534.13855,294.8826,280.88522,-152905.77,1.1232326,295.29996,33.075516,37.860313,0.7881194,5.292999
1958-03-03,3.9072435,6.6064477,6.375204,11374.755,726.43475,294.32907,283.33057,-146638.7,1.7512003,296.3309,30.175606,56.12396,0.7881194,4.236498
1958-03-04,2.8691664,5.5205436,7.543915,4447.026,712.8471,294.0112,281.05566,-153140.92,1.6835741,294.87747,39.60987,36.665985,0.7881194,3.2073011
1958-03-05,3.6774457,6.685758,8.6289835,5850.643,599.79333,292.7168,278.21017,-190456.75,2.0994735,293.7449,47.863884,23.746868,0.7881194,2.977786
1958-03-06,2.9705942,5.3693027,6.5477033,2292.8203,437.78177,293.2086,277.45776,-184705.52,1.381164,293.75134,44.900856,19.936531,0.7881194,1.9237585
1958-03-07,3.072734,5.773462,8.133514,2927.1562,475.78955,295.3463,278.65887,-149953.1,1.1748389,295.1848,37.749695,19.746326,0.7881194,2.2981446
1958-03-08,3.3634987,5.5495667,7.7734323,3429.625,488.37134,295.47305,278.19293,-186207.56,1.4901385,296.76447,43.836933,20.491814,0.7881194,1.5136752
1958-03-09,2.3259022,3.9623442,5.7223563,2144.3672,509.35132,297.14676,281.82263,-159119.44,1.0443401,298.0084,47.278576,20.55289,0.7881194,3.2647138
1958-03-10,2.833564,4.2190175,5.64933,4123.1226,659.7194,296.56158,282.38425,-89167.914,1.1723822,297.86255,40.815582,21.58186,0.7881194,3.5330179
1958-03-11,2.04037,3.923255,3.223778,3839.7031,668.0452,298.2264,284.56018,-156583.8,1.1863722,298.83917,39.062233,23.861462,0.7881194,2.6542983
1958-03-12,1.9930849,3.7748404,5.2755504,4656.75,486.35446,297.64334,286.39392,-136851.72,1.1961877,298.41635,58.492367,48.854515,0.7881194,2.125453
1958-03-13,3.5638998,6.6599927,10.571214,6806.8022,851.41766,298.4098,281.22592,-160364.56,2.0535717,298.5471,30.54736,47.853165,0.7881194,3.3862808
1958-03-14,4.0229487,7.2522655,10.447175,7119.2915,810.97577,298.5465,279.84708,-170991.55,1.9836371,298.7126,41.28023,40.578053,0.7881194,3.040808
1958-03-15,4.8299303,8.256946,13.348194,11837.781,1209.3923,299.7063,278.07224,-149034.08,2.1762657,299.97766,36.16637,34.83999,0.7881194,3.2475278
1958-03-16,5.1117673,8.847192,14.127635,18205.928,764.0122,298.46964,277.36337,-208726.3,3.2079568,298.8119,38.113705,25.875027,0.7881194,3.1975226
1958-03-17,3.0487413,4.3134594,10.727115,3862.5417,550.7629,297.74118,279.88474,-240391.62,1.4899795,298.52853,48.67044,23.42305,0.7881194,1.4294837
1958-03-18,2.7370207,4.5255904,8.411504,3706.8176,857.87604,300.15082,280.22803,-191948.92,1.1857147,300.31024,39.991295,24.153393,0.7881194,2.7233067
1958-03-19,2.4918091,3.6164434,6.3357625,4449.1094,952.9637,300.62878,278.1531,-189616.81,1.3300215,301.1023,46.550903,25.765919,0.7881194,2.614169
1958-03-20,2.1619284,3.2661183,4.819472,4019.302,878.1491,300.41693,279.2311,-140594.95,0.8807769,301.8861,33.770473,22.085215,0.7881194,3.8466096
1958-03-21,2.581363,4.496355,5.3048644,4612.1016,932.58185,300.6512,278.61038,-151358.31,1.5545505,301.16147,39.09241,26.749928,0.7881194,2.3009956
1958-03-22,2.735839,4.120865,5.70519,3508.5312,707.9068,300.28067,278.43283,-168783.9,1.0430282,300.22797,38.614746,24.498608,0.7881194,2.7084913
1958-03-23,3.364152,5.991713,7.9170227,3874.9973,907.26465,300.2784,280.05002,-164084.08,1.6311848,300.26746,34.251484,15.377132,0.7881194,2.291671
1958-03-24,3.5864687,6.730289,10.890541,6760.0806,928.684,301.23105,277.5607,-139031.67,2.0132403,300.95776,40.36131,22.778816,0.7881194,3.075148
1958-03-25,4.506107,7.990059,13.790291,10202.656,889.3938,302.52518,279.90668,-112492.97,2.6770883,302.06793,33.04409,25.097904,0.7881194,3.526699
1958-03-26,5.1207504,8.837476,16.507303,16383.945,1176.4244,303.40475,280.16144,-150737.67,3.1021423,303.5042,38.315445,24.73795,0.7881194,4.13305
1958-03-27,4.051355,7.089661,11.142507,8534.317,1125.971,303.08127,281.54947,-175782.25,2.2016706,303.20334,49.52275,26.026794,0.7881194,3.956193
1958-03-28,2.0492496,3.7608137,3.336375,2186.9324,652.8393,302.481,283.6146,-120279.91,1.568024,303.34613,33.373,23.111813,0.7881194,2.8592129
1958-03-29,2.7791567,4.9778275,5.9526978,9009.802,659.60614,303.01596,286.36893,-167623.77,2.10325,302.33795,13.640919,37.445915,0.7881194,4.160011
1958-03-30,3.3221962,5.357146,3.5186212,9218.472,585.0452,300.83386,287.77835,-239875.8,2.3871894,301.58618,45.14065,25.208801,0.7881194,4.155826
1958-03-31,2.4367418,4.3822775,5.101582,3260.3984,662.4388,301.25497,285.38077,-170448.02,1.073147,302.91718,64.13277,26.638187,0.7881194,4.330061
1958-04-01,1.8607202,3.4754066,2.533394,2045.7369,682.77075,303.09583,285.05182,-159346.75,0.948677,304.17346,53.61552,24.75359,0.7324553,3.2567477
1958-04-02,2.481633,4.1016464,6.8093734,6786.0366,666.83966,302.6107,286.6332,-171894.69,2.2179434,305.60236,48.053993,24.601646,0.7324553,2.6844335
1958-04-03,3.9934666,6.928099,10.892544,6412.297,948.1323,301.31564,282.42123,-204656.92,3.2601397,302.81012,41.569305,23.086323,0.7324553,3.0457683
1958-04-04,4.744799,8.252524,14.646241,14832.919,935.3286,301.3673,279.99576,-202008.62,3.2394795,301.91306,49.1964,23.091305,0.7324553,3.5308614
1958-04-05,3.9642017,7.19082,11.428609,7841.8594,944.2571,302.521,281.06845,-170191.06,2.1315567,303.057,50.973164,24.23034,0.7324553,3.6189897
1958-04-06,3.1681502,5.691627,9.157355,4115.8516,942.2812,303.1993,281.1238,-148895.72,1.6748123,304.17215,43.121227,24.837044,0.7324553,2.7816548
1958-04-07,2.9435089,5.6611686,7.8967814,5055.401,969.9733,304.6539,280.95914,-111609.53,2.1283066,305.17438,45.862934,24.625359,0.7324553,3.0708761
1958-04-08,3.2260983,6.1213346,6.427624,4224.8696,1029.8179,304.1813,279.12082,-147891.73,2.0286622,305.33264,49.277122,23.820755,0.7324553,1.8441848
1958-04-09,1.8854898,2.6194098,3.297864,2259.6042,1036.9745,304.8005,281.1766,-183065.14,1.1469152,305.78363,54.298344,24.609161,0.7324553,2.1158535
1958-04-10,2.0249655,2.8816335,4.327701,2901.1902,1037.541,305.19305,281.47128,-169993.42,0.85663193,306.04684,48.383385,25.129795,0.7324553,2.737358
1958-04-11,2.6872978,5.3548603,6.626681,5596.2812,1208.046,305.17764,280.1296,-127884.914,1.4631107,306.46588,35.419933,25.66027,0.7324553,2.8461466
1958-04-12,3.1602955,5.1548915,8.153373,5672.0806,1082.7554,303.76392,279.15482,-208918.0,1.8946857,305.2553,47.40092,26.574993,0.7324553,3.4318585
1958-04-13,2.5743942,3.6076,5.9039226,4299.6147,1062.7135,303.83926,280.02863,-190816.44,0.9667778,305.46927,46.608616,26.607208,0.7324553,3.4029212
1958-04-14,2.0040505,2.5784216,3.7272708,1196.5209,965.42303,303.83783,281.14505,-161542.45,1.1768811,305.03235,49.90426,26.857252,0.7324553,2.7615335
1958-04-15,2.0681562,3.3677425,5.171988,880.91925,973.68536,304.29816,281.82336,-143798.67,1.2891526,305.89117,43.157642,25.815414,0.7324553,3.0274186
1958-04-16,3.2224512,6.1483884,9.550672,5828.836,982.2151,306.21597,281.64246,-114026.63,2.326203,306.0033,42.05692,23.100254,0.7324553,3.421687
1958-04-17,4.068383,7.371308,10.614757,8762.719,944.3616,305.88,282.53073,-72058.484,3.1208937,305.81058,52.842518,21.066502,0.7324553,2.6166255
1958-04-18,3.0386486,5.155805,5.2620926,3659.0625,1138.149,305.63257,283.49686,-130045.12,1.5990882,305.2295,38.147255,18.390457,0.7324553,3.1751504
1958-04-19,3.8370044,6.5978837,3.5036738,9972.185,678.3971,305.2949,288.96594,-207951.56,1.7041128,306.97946,53.071445,34.24475,0.7324553,3.7215552
1958-04-20,3.2376244,5.3165917,3.5812395,9350.32,720.2076,304.28406,288.73764,-222798.05,2.164394,303.24146,26.678993,79.533615,0.7324553,2.7835917
1958-04-21,2.9295352,5.234046,9.328805,6154.8306,934.12286,304.20404,286.51816,-152107.34,1.5277123,303.16006,47.447495,89.766106,0.7324553,2.8042562
1958-04-22,5.233813,8.481415,15.8589325,27328.352,1206.7635,306.292,285.6248,-204465.23,3.9621346,305.96613,12.849434,104.62137,0.7324553,6.1448965
1958-04-23,3.7769566,6.357569,5.8490014,6119.529,888.64136,306.64383,289.18277,-198109.19,1.4751042,305.67282,42.649918,55.06809,0.7324553,2.8889198
1958-04-24,4.6549764,7.537234,7.0819106,11737.078,871.6906,306.68784,292.9746,-294587.6,2.8151023,306.49167,65.57222,45.82024,0.7324553,2.9214997
1958-04-25,4.2378902,6.676084,5.305871,9041.989,919.4519,307.7012,293.801,-264408.47,2.3133433,307.41016,71.76757,51.014618,0.7324553,3.0673366
1958-04-26,4.437458,6.650276,2.847827,11815.977,913.8137,305.9534,294.88895,-285865.88,1.6984277,307.57953,77.63315,58.698105,0.7324553,3.8918362
1958-04-27,5.1948476,7.426685,3.161547,16159.6875,916.25665,304.26602,293.7715,-381267.03,2.816514,303.77313,61.983597,79.06981,0.7324553,2.7179704
1958-04-28,3.2648726,5.19224,3.4127495,7649.7944,760.5041,304.17215,294.21927,-296569.9,1.2379472,303.3247,52.762238,85.936516,0.7324553,2.574984
1958-04-29,2.7458124,4.043941,9.104283,5080.3228,764.0666,305.32986,292.12378,-227232.98,1.2348938,304.76007,53.880253,85.31602,0.7324553,3.064166
1958-04-30,3.0711405,4.199831,7.7218795,4684.771,1050.2814,306.3187,287.93893,-220246.55,1.5699885,306.65622,47.27517,73.07352,0.7324553,3.7201738
1958-05-01,3.094758,5.4758306,7.2604146,4513.471,1003.41254,306.91342,285.70584,-132620.31,1.6541002,307.28918,52.438614,46.611156,0.7324553,2.6032045
1958-05-02,3.3502815,5.532488,7.863027,5761.357,1178.0967,306.86075,285.18378,-171372.95,2.0789149,308.98254,56.46327,35.515705,0.7324553,3.1250288
1958-05-03,2.7535136,4.4900355,6.727764,2789.0703,1177.3037,306.73093,281.3763,-142699.78,1.6895272,308.46515,60.89747,26.092346,0.7324553,2.1228957
1958-05-04,2.2426941,3.387291,5.258843,4298.5728,995.81647,305.90744,282.8906,-138090.88,1.615581,308.21286,60.947235,22.498459,0.7324553,3.1649268
1958-05-05,2.451684,4.091207,5.88267,5375.1562,921.33734,306.24783,284.28354,-161410.03,1.6027591,307.6878,60.308205,19.044498,0.7324553,2.3487234
1958-05-06,3.041748,5.251696,3.7211077,7030.008,658.3144,306.77884,288.1775,-194279.05,1.421681,307.29077,64.54872,12.69577,0.7324553,3.0449696
1958-05-07,2.9289913,4.3923974,4.203192,11179.575,704.9971,306.10757,290.42645,-242119.02,2.4093754,306.65286,76.35154,7.6923523,0.7324553,2.673837
1958-05-08,2.9676762,4.7981734,5.475399,6488.0757,793.89374,305.68137,289.93402,-249449.33,1.7179073,306.6508,78.93033,10.977814,0.7324553,3.710868
1958-05-09,3.6879628,5.542834,11.994769,7518.987,828.69727,305.99863,285.46246,-210678.94,1.6937517,306.97638,65.48477,12.339657,0.7324553,4.6319294
1958-05-10,3.3486433,5.5377345,7.0302215,12979.773,807.2685,307.87506,289.43027,-170157.48,1.189669,308.4946,54.856148,8.195736,0.7324553,2.487307
1958-05-11,2.6445282,4.2096667,5.123583,5705.2944,849.6455,305.6594,290.48083,-268380.97,1.7965341,307.52753,78.15848,4.44363,0.7324553,3.0730152
1958-05-12,3.5134642,5.149563,9.706641,7919.721,1025.3492,303.77673,281.25278,-214250.2,1.6202185,305.3443,64.283356,4.736389,0.7324553,3.3186448
1958-05-13,3.0403888,4.521142,8.672224,3823.0964,691.72656,305.13184,279.40128,-169621.83,1.8087901,306.15973,67.15273,3.2294464,0.7324553,4.0436335
1958-05-14,4.9580235,8.176453,9.066526,14416.6045,794.65497,308.76105,282.08344,-77979.68,2.3236785,309.5962,52.84479,1.5745697,0.7324553,2.6804261
1958-05-15,3.9091775,6.2689624,4.87141,17084.705,923.0505,306.0847,291.86093,-262376.75,2.3329062,308.24005,100.975426,-3.828846,0.7324553,5.5204406
1958-05-16,2.718196,4.325482,5.2527833,5287.9585,1146.9009,305.44998,287.02713,-176228.88,1.1885089,306.4735,90.02451,7.2187424,0.7324553,4.4623528
1958-05-17,1.8715572,2.3844178,3.843092,2699.7917,943.9672,305.4701,285.12936,-183903.08,1.5269432,306.74216,74.18669,2.926281,0.7324553,3.1162155
1958-05-18,2.360095,3.9252243,5.0178585,2904.3125,1053.0006,305.46524,282.6705,-153415.66,1.2948005,306.30646,76.74182,1.1240768,0.7324553,3.4666107
1958-05-19,3.421937,5.2928886,8.831088,7961.2446,1295.3201,306.99094,281.0786,-170185.17,1.9073168,307.42154,74.206314,0.9638252,0.7324553,2.8365276
1958-05-20,2.580313,4.4183683,6.018507,4390.974,1176.5015,308.04752,281.67056,-134624.36,1.4086611,309.12836,73.89435,-1.26651,0.7324553,3.3036022
1958-05-21,2.8941133,4.722901,7.2905707,3942.4844,1141.9517,308.24228,283.964,-156951.36,1.2906687,309.3595,84.06567,-1.2113037,0.7324553,3.3888216
1958-05-22,3.4004452,6.1854725,8.570537,4874.763,1085.2887,309.58328,284.4772,-140075.14,2.1354635,310.12903,87.74222,-0.6250458,0.7324553,3.6000772
1958-05-23,4.425637,7.7899346,10.828446,9034.722,1299.2495,309.76227,281.40112,-116331.086,3.1617768,310.19946,84.12216,0.6711807,0.7324553,2.6391795
1958-05-24,5.350558,9.023799,14.422227,16474.258,1228.0518,309.1303,281.53134,-163340.95,3.048348,309.8576,81.4749,-0.08802414,0.7324553,3.9134195
1958-05-25,4.8035293,8.300032,14.213281,12436.8125,1257.6659,309.04196,281.29056,-157259.67,2.8756301,309.52805,78.71983,0.7456627,0.7324553,3.6714427
1958-05-26,3.6238286,6.380468,8.885213,8101.4062,1236.5634,309.4686,281.6944,-146342.2,1.9723333,309.84027,78.51639,-1.210556,0.7324553,2.2924242
1958-05-27,3.766694,6.444945,7.4926395,7952.943,1145.4778,307.14096,284.31564,-183399.17,2.6813798,308.84045,87.505646,0.67774963,0.7324553,2.0619576
1958-05-28,3.3875906,4.99067,8.919621,4948.471,1093.6554,306.12604,283.21567,-255908.08,2.3959625,307.75824,85.03087,0.17907715,0.7324553,2.823735
1958-05-29,2.7230415,4.3701673,6.3634276,3815.823,1329.5164,307.43417,282.73114,-194277.05,1.6851301,309.6358,82.582085,-0.8128357,0.7324553,4.0810704
1958-05-30,2.3639033,4.623059,4.066916,3588.4688,1179.7148,308.09412,283.3311,-151605.31,1.6447418,309.73926,85.51113,-0.5109787,0.7324553,2.8489876
1958-05-31,2.7711813,4.598203,5.701374,5920.2056,1215.6604,308.3807,285.24158,-161170.92,1.3323973,310.15942,82.16638,1.1138878,0.7324553,4.1787477
1958-06-01,3.073367,5.5473456,8.066344,6181.818,1385.4086,308.94388,280.32645,-175084.61,2.192583,310.2774,82.62874,0.8860092,0.7881194,3.3926108
1958-06-02,3.6459045,6.3654785,9.617108,7803.453,1106.7628,307.737,279.18222,-229001.86,2.1681337,308.76776,80.46637,0.90527725,0.7881194,2.8992069
1958-06-03,2.8108835,4.6326747,8.406367,3901.987,1166.8566,308.0709,280.91553,-212277.86,1.6749009,308.66278,75.586685,0.21905136,0.7881194,3.033926
1958-06-04,2.9338872,5.3674893,7.261167,3886.414,1098.3102,309.94803,282.53934,-146330.39,1.8923469,310.1092,77.27588,-2.0726013,0.7881194,3.7721348
1958-06-05,1.720122,2.654724,4.155613,2292.836,799.3144,310.46368,285.53665,-170904.55,2.1131227,311.65497,85.09888,-0.61203384,0.7881194,2.361673
1958-06-06,1.8699156,3.443977,4.3877473,2190.0469,1064.7213,309.05014,287.08258,-193611.0,1.7392774,311.08728,86.884796,0.03239441,0.7881194,2.5490918
1958-06-07,1.9412957,2.4928415,4.3076596,2315.659,934.44946,307.7095,288.3799,-213157.3,1.3350928,309.3468,107.94043,-0.29725266,0.7881194,3.9581394
1958-06-08,2.6274793,4.465752,6.939203,2918.8464,1093.098,308.49835,286.4398,-161868.58,1.7678373,309.51953,97.71436,0.38560867,0.7881194,2.7464614
1958-06-09,3.4230719,6.073524,7.5338187,5382.422,1167.8131,309.60675,286.00912,-141037.7,2.4343865,310.513,94.17889,-0.13902664,0.7881194,2.6813245
1958-06-10,3.15085,5.2616134,6.962744,3182.539,854.78046,309.21756,286.33585,-157599.64,2.021614,310.68604,97.133995,-0.6067238,0.7881194,2.0203943
1958-06-11,3.132889,5.6046405,7.3364487,4640.1353,978.2947,309.7105,288.52896,-153884.03,2.3452055,311.38293,90.08335,0.31298447,0.7881194,2.4591491
1958-06-12,3.8414032,6.4596066,7.2894616,5305.599,1319.9215,310.23688,288.88272,-169499.33,3.11181,310.74524,84.24672,-0.20733643,0.7881194,2.3807735
1958-06-13,3.9309905,6.6069293,8.289849,5818.4556,1191.9156,309.86386,288.86023,-192692.02,2.577521,310.39337,105.74587,-0.2605896,0.7881194,2.1654613
1958-06-14,3.4433043,5.7075195,7.2389774,4030.7188,1326.7244,310.4679,289.1545,-161904.12,2.5314302,311.67462,96.086075,0.831089,0.7881194,2.9245448
