DATE,windspeed
2016-02-02,2.2121092
2016-02-03,2.7779976
2016-02-04,1.2346656
2016-02-06,1.3375544
2016-02-07,2.0063316
2016-02-08,1.0803324
2016-02-09,0.6687772000000001
2016-02-10,0.4629996
2016-02-13,0.514444
2016-02-14,0.5658884000000001
2016-02-15,1.3375544
2016-02-16,0.8231104
2016-02-17,2.0063316
2016-02-18,2.3664424
2016-02-19,2.6236644
2016-02-20,2.1092204
2016-02-21,4.064107600000001
2016-02-22,3.8068856
2016-02-23,1.7491096
2016-02-24,0.5658884000000001
2016-02-25,0.8231104
2016-02-26,1.6462208
2016-02-27,0.771666
2016-02-28,0.4115552
2016-02-29,0.5658884000000001
2016-03-01,0.6687772000000001
2016-03-02,0.5658884000000001
2016-03-03,1.028888
2016-03-04,1.3889988
2016-03-05,1.6976652
2016-03-06,1.3889988
2016-03-07,1.0803324
2016-03-08,2.1092204
2016-03-10,2.0063316
2016-03-11,1.5947764
2016-03-13,2.1092204
2016-03-14,1.4404432
2016-03-17,1.0803324
2016-03-18,0.514444
2016-03-19,1.28611
2016-03-20,1.3889988
2016-03-22,3.6525524
2016-03-23,1.4918876
2016-03-24,0.8231104
2016-03-25,0.5658884000000001
2016-03-26,1.4404432
2016-03-27,2.7265532
2016-03-29,1.28611
2016-03-31,1.3889988
2016-04-01,2.057776
2016-04-02,2.3664424
2016-04-03,1.9548872
2016-04-04,0.8745548
2016-04-05,2.2635536
2016-04-06,1.543332
2016-04-07,1.2346656
2016-04-08,2.4178868
2016-04-09,2.4178868
2016-04-10,2.4178868
2016-04-11,3.7554412
2016-04-14,2.2121092
2016-04-15,1.9034428
2016-04-16,1.7491096
2016-04-17,1.1832212
2016-04-18,2.4693312
2016-04-19,
2016-04-20,3.2409972
2016-04-21,4.115552
2016-04-22,
2016-04-23,3.086664
2016-04-25,3.1895528
2016-04-26,
2016-04-27,
2016-04-28,
2016-04-29,1.3889988
2016-04-30,1.5947764
2016-05-01,1.3375544
2016-05-02,2.3664424
2016-05-04,3.4982192
2016-05-05,3.4467748
2016-05-06,1.3889988
2016-05-07,0.771666
2016-05-09,2.3664424
2016-05-10,1.6976652
2016-05-11,2.2121092
2016-05-12,1.800554
2016-05-13,1.3375544
2016-05-14,2.2121092
2016-05-15,1.5947764
2016-05-16,1.0803324
2016-05-17,0.9774436
2016-05-18,2.9323308
2016-05-19,4.3213296
2016-05-20,4.9386624
2016-05-21,3.7554412
2016-05-22,2.4178868
2016-05-23,3.2924416
2016-05-24,1.4404432
2016-05-25,2.8808864
2016-05-26,1.028888
2016-05-28,3.2924416
2016-05-29,2.1606648
2016-05-30,1.543332
2016-05-31,1.800554
2016-06-01,1.4918876
2016-06-03,2.7265532
2016-06-04,2.9837752
2016-06-05,3.343886
2016-06-06,2.7779976
2016-06-07,2.8808864
2016-06-08,3.7554412
2016-06-09,2.314998
2016-06-10,2.2121092
2016-06-11,1.4404432
2016-06-14,2.8808864
2016-06-15,1.9034428
2016-06-16,2.0063316
2016-06-18,3.7039968
2016-06-19,3.3953304
2016-06-20,2.6236644
2016-06-21,1.9548872
2016-06-22,1.2346656
2016-06-25,1.9034428
2016-06-26,2.4693312
2016-06-27,2.8808864
2016-06-28,3.343886
2016-06-30,2.829442
2016-07-01,2.2121092
2016-07-02,1.543332
2016-07-03,0.4629996
2016-07-05,2.9323308
2016-07-06,3.1895528
2016-07-07,2.4178868
2016-07-09,1.6462208
2016-07-11,3.601108
2016-07-12,3.4982192
2016-07-13,1.8519984
2016-07-14,0.9259992
2016-07-15,0.7202216
2016-07-17,1.6462208
2016-07-18,2.4178868
2016-07-19,1.6976652
2016-07-20,1.1832212
2016-07-21,0.257222
2016-07-22,1.3889988
2016-07-23,0.9259992
2016-07-25,0.8745548
2016-07-26,2.0063316
2016-07-27,2.2121092
2016-07-28,0.3601108
2016-07-29,0.771666
2016-07-30,0.6687772000000001
2016-07-31,0.9259992
2016-08-01,0.514444
2016-08-02,1.6462208
2016-08-04,2.4693312
2016-08-05,3.2924416
2016-08-06,3.5496636
2016-08-07,3.4982192
2016-08-08,1.7491096
2016-08-09,0.514444
2016-08-10,0.9259992
2016-08-11,0.514444
2016-08-12,0.3086664
2016-08-13,0.771666
2016-08-14,1.1832212
2016-08-16,1.0803324
2016-08-17,0.4629996
2016-08-18,1.6976652
2016-08-19,4.3213296
2016-08-20,1.1832212
2016-08-21,0.4115552
2016-08-22,0.5658884000000001
2016-08-23,3.4467748
2016-08-25,0.1543332
2016-08-26,1.28611
2016-08-27,1.1317768
2016-08-28,0.6687772000000001
2016-08-29,0.3086664
2016-08-30,0.257222
2016-08-31,1.0803324
2016-09-02,1.543332
2016-09-03,2.3664424
2016-09-04,1.1317768
2016-09-05,1.7491096
2016-09-06,2.0063316
2016-09-07,1.6462208
2016-09-08,0.5658884000000001
2016-09-09,1.4918876
2016-09-10,0.9259992
2016-09-11,1.0803324
2016-09-12,0.9774436
2016-09-13,1.1317768
2016-09-14,0.6687772000000001
2016-09-16,0.3086664
2016-09-17,0.7202216
2016-09-19,0.5658884000000001
2016-09-21,2.5207756
2016-09-23,1.1317768
2016-09-24,1.2346656
2016-09-25,1.7491096
2016-09-26,0.6687772000000001
2016-09-27,0.257222
2016-09-28,0.8745548
2016-09-29,0.514444
2016-09-30,0.2057776
2016-10-01,0.9259992
2016-10-03,0.2057776
2016-10-04,0.3601108
2016-10-05,1.3889988
2016-10-07,0.257222
2016-10-08,0.771666
2016-10-09,0.3086664
2016-10-10,0.1543332
2016-10-11,1.1832212
2016-10-12,0.9259992
2016-10-14,0.4115552
2016-10-15,0.1543332
2016-10-16,0.1028888
2016-10-17,0.3086664
2016-10-20,0.4629996
2016-10-22,0.8231104
2016-10-23,0.8231104
2016-10-24,0.4629996
2016-10-25,0.6173328
2016-10-26,0.3086664
2016-10-27,0.0
2016-10-28,0.1028888
2016-10-29,0.0514444
2016-11-01,0.3086664
2016-11-02,0.3086664
2016-11-03,0.1543332
2016-11-04,0.5658884000000001
2016-11-05,0.6687772000000001
2016-11-06,0.4629996
2016-11-07,0.4115552
2016-11-08,0.8745548
2016-11-10,0.0514444
2016-11-11,0.0
2016-11-12,0.0
2016-11-13,0.0
2016-11-14,0.0
2016-11-15,0.0
2016-11-16,0.4115552
2016-11-17,0.514444
2016-11-18,0.3086664
2016-11-19,0.257222
2016-11-20,0.1543332
2016-11-22,0.771666
2016-11-23,0.7202216
2016-11-24,0.5658884000000001
2016-11-25,2.1606648
2016-11-27,0.771666
2016-11-29,0.2057776
2016-11-30,0.1028888
2016-12-01,0.0
2016-12-02,0.1028888
2016-12-03,0.2057776
2016-12-06,0.0
2016-12-07,0.2057776
2016-12-08,0.0514444
2016-12-09,0.0
2016-12-10,0.0
2016-12-12,0.1028888
2016-12-13,0.3601108
2016-12-14,0.1543332
2016-12-15,0.5658884000000001
2016-12-16,0.4115552
2016-12-17,0.1028888
2016-12-18,0.0
2016-12-19,0.6687772000000001
2016-12-22,0.0
2016-12-23,0.1028888
2016-12-24,0.0
2016-12-25,0.3601108
2016-12-26,0.6173328
2016-12-27,0.771666
2016-12-28,0.9259992
2016-12-29,0.0
2016-12-31,0.0
2017-01-02,0.1028888
2017-01-03,0.3086664
2017-01-04,0.1028888
2017-01-05,0.3601108
2017-01-07,2.314998
2017-01-09,1.543332
2017-01-10,2.7265532
2017-01-11,2.8808864
2017-01-12,1.8519984
2017-01-13,1.1832212
2017-01-14,1.1317768
2017-01-15,0.9774436
2017-01-17,2.057776
2017-01-18,1.6462208
2017-01-20,2.9323308
2017-01-22,2.0063316
2017-01-23,2.7265532
2017-01-24,1.9034428
2017-01-25,0.8745548
2017-01-26,2.4178868
2017-01-27,2.4178868
2017-01-28,2.5207756
2017-01-29,2.2635536
2017-01-30,1.4404432
2017-01-31,1.1317768
2017-02-01,1.1832212
2017-02-02,0.7202216
2017-02-03,0.4629996
2017-02-04,0.4629996
2017-02-05,0.8231104
2017-02-06,1.0803324
2017-02-09,1.028888
2017-02-10,0.9259992
2017-02-11,0.3086664
2017-02-12,0.4115552
2017-02-13,0.6173328
2017-02-16,0.4115552
2017-02-17,0.3086664
2017-02-19,1.3889988
2017-02-21,1.1317768
2017-02-22,1.800554
2017-02-23,2.4693312
2017-02-24,3.1381084
2017-02-25,2.1092204
2017-02-28,0.9259992
2017-03-01,0.6173328
2017-03-02,1.6462208
2017-03-03,1.28611
2017-03-04,1.1317768
2017-03-05,1.6462208
2017-03-06,1.28611
2017-03-07,1.1317768
2017-03-08,0.8231104
2017-03-09,1.4404432
2017-03-10,1.7491096
2017-03-12,1.3889988
2017-03-13,1.3889988
2017-03-14,1.1317768
2017-03-15,1.028888
2017-03-16,0.8231104
2017-03-17,1.4918876
2017-03-18,0.8745548
2017-03-22,0.9774436
2017-03-23,0.771666
2017-03-25,2.0063316
2017-03-26,1.3375544
2017-03-28,1.2346656
2017-03-29,1.6976652
2017-03-31,0.6687772000000001
2017-04-01,1.3889988
2017-04-03,1.2346656
2017-04-04,1.4404432
2017-04-05,1.9548872
2017-04-06,1.8519984
2017-04-07,1.4918876
2017-04-08,1.3375544
2017-04-09,2.2635536
2017-04-10,3.086664
2017-04-11,2.5207756
2017-04-12,1.028888
2017-04-13,0.6687772000000001
2017-04-14,0.6687772000000001
2017-04-15,1.7491096
2017-04-16,1.4404432
2017-04-17,1.2346656
2017-04-18,1.1832212
2017-04-19,1.3375544
2017-04-21,1.800554
2017-04-22,1.6462208
2017-04-23,1.4404432
2017-04-26,1.9034428
2017-04-27,1.3889988
2017-04-28,1.6462208
2017-04-29,
2017-04-30,1.28611
2017-05-01,1.7491096
2017-05-02,0.7202216
2017-05-03,2.7265532
2017-05-04,1.7491096
2017-05-05,1.1832212
2017-05-06,1.0803324
2017-05-07,1.5947764
2017-05-08,2.6236644
2017-05-09,2.6236644
2017-05-10,2.2635536
2017-05-12,1.5947764
2017-05-13,1.2346656
2017-05-14,1.4404432
2017-05-15,0.9774436
2017-05-16,2.1606648
2017-05-17,2.6236644
2017-05-18,0.8745548
2017-05-20,1.3375544
2017-05-21,1.4404432
2017-05-22,1.9034428
2017-05-23,1.3889988
2017-05-24,0.8745548
2017-05-25,0.771666
2017-05-26,2.829442
2017-05-27,3.4467748
2017-05-28,2.6236644
2017-05-29,1.1832212
2017-05-30,1.6976652
2017-05-31,1.9548872
2017-06-02,2.0063316
2017-06-03,2.314998
2017-06-05,1.9034428
2017-06-06,2.8808864
2017-06-07,0.8231104
2017-06-08,1.4404432
2017-06-10,1.28611
2017-06-11,1.2346656
2017-06-12,1.2346656
2017-06-14,1.5947764
2017-06-15,1.4404432
2017-06-16,1.4918876
2017-06-17,0.7202216
2017-06-18,1.3375544
2017-06-19,1.6462208
2017-06-20,1.5947764
2017-06-21,0.8231104
2017-06-22,1.3375544
2017-06-23,0.7202216
2017-06-25,2.4693312
2017-06-26,2.1606648
2017-06-27,2.6751088
2017-06-28,2.6236644
2017-06-30,0.6173328
2017-07-01,1.028888
2017-07-02,0.771666
2017-07-03,0.8231104
2017-07-05,0.9774436
2017-07-06,1.1832212
2017-07-07,0.9774436
2017-07-08,0.8231104
2017-07-09,0.4629996
2017-07-11,1.5947764
2017-07-12,3.0352196
2017-07-13,2.2121092
2017-07-14,1.8519984
2017-07-15,1.4404432
2017-07-16,0.4115552
2017-07-17,0.5658884000000001
2017-07-18,0.8231104
2017-07-19,1.0803324
2017-07-20,2.1092204
2017-07-21,1.9548872
2017-07-23,0.9774436
2017-07-24,0.5658884000000001
2017-07-25,0.3601108
2017-07-27,3.7039968
2017-07-29,0.5658884000000001
2017-07-30,0.3601108
2017-07-31,0.4115552
2017-08-01,0.7202216
2017-08-02,1.5947764
2017-08-04,0.7202216
2017-08-05,0.6687772000000001
2017-08-09,0.3601108
2017-08-10,1.4404432
2017-08-11,1.6462208
2017-08-12,2.0063316
2017-08-13,1.028888
2017-08-14,0.6687772000000001
2017-08-15,0.9259992
2017-08-16,0.771666
2017-08-18,1.6976652
2017-08-19,2.3664424
2017-08-20,2.2121092
2017-08-21,1.543332
2017-08-22,0.6173328
2017-08-23,0.257222
2017-08-26,0.514444
2017-08-27,1.0803324
2017-08-29,2.6236644
2017-09-01,1.4918876
2017-09-03,0.8231104
2017-09-04,0.7202216
2017-09-05,0.9774436
2017-09-08,0.3086664
2017-09-11,0.3601108
2017-09-12,0.1028888
2017-09-13,0.3086664
2017-09-14,0.4115552
2017-09-15,0.6687772000000001
2017-09-16,0.1028888
2017-09-17,0.1028888
2017-09-18,0.8745548
2017-09-19,0.6173328
2017-09-20,1.9548872
2017-09-21,2.7265532
2017-09-22,2.5207756
2017-09-23,1.2346656
2017-09-24,0.9774436
2017-09-25,0.7202216
2017-09-26,0.8231104
2017-09-27,0.4115552
2017-09-28,0.6173328
2017-09-29,0.3601108
2017-09-30,0.3601108
2017-10-01,0.3086664
2017-10-02,0.514444
2017-10-03,0.3086664
2017-10-04,0.4629996
2017-10-05,0.3601108
2017-10-06,0.4629996
2017-10-07,0.4115552
2017-10-08,0.4115552
2017-10-09,0.5658884000000001
2017-10-10,0.4115552
2017-10-11,0.4115552
2017-10-12,0.4629996
2017-10-13,0.3601108
2017-10-15,0.4115552
2017-10-16,0.257222
2017-10-17,0.1028888
2017-10-18,0.3601108
2017-10-19,0.6173328
2017-10-21,0.5658884000000001
2017-10-22,0.514444
2017-10-23,0.2057776
2017-10-24,0.3086664
2017-10-25,0.2057776
2017-10-26,0.3086664
2017-10-27,0.1028888
2017-10-28,0.1028888
2017-10-29,0.5658884000000001
2017-10-30,0.4629996
2017-10-31,0.6687772000000001
2017-11-01,0.3086664
2017-11-02,0.3601108
2017-11-03,0.2057776
2017-11-04,0.2057776
2017-11-07,0.1543332
2017-11-08,0.0514444
2017-11-09,0.2057776
2017-11-10,0.3601108
2017-11-13,0.0
2017-11-16,0.1028888
2017-11-17,0.3601108
2017-11-19,0.9259992
2017-11-20,1.6976652
2017-11-21,1.3375544
2017-11-22,0.9259992
2017-11-24,0.5658884000000001
2017-11-26,0.3601108
2017-11-27,0.6687772000000001
2017-11-28,0.4629996
2017-11-29,0.2057776
2017-11-30,0.257222
2017-12-01,0.1028888
2017-12-02,0.3601108
2017-12-03,0.3601108
2017-12-05,0.3086664
2017-12-06,0.771666
2017-12-07,1.028888
2017-12-08,0.7202216
2017-12-09,0.3601108
2017-12-11,0.1028888
2017-12-12,0.3601108
2017-12-13,0.771666
2017-12-14,1.4404432
2017-12-16,1.6462208
2017-12-18,0.4629996
2017-12-19,0.257222
2017-12-20,0.3086664
2017-12-21,0.514444
2017-12-23,0.8745548
2017-12-24,0.3086664
2017-12-25,0.5658884000000001
2017-12-27,0.4629996
2017-12-29,0.257222
2017-12-31,0.3601108
2018-01-01,0.6687772000000001
2018-01-02,0.3601108
2018-01-03,0.8231104
2018-01-04,0.4115552
2018-01-05,0.5658884000000001
2018-01-07,0.1543332
2018-01-08,0.6173328
2018-01-09,0.6173328
2018-01-10,0.514444
2018-01-11,0.7202216
2018-01-12,0.4115552
2018-01-13,0.4115552
2018-01-14,0.7202216
2018-01-15,1.2346656
2018-01-16,0.6687772000000001
2018-01-17,0.1543332
2018-01-18,0.5658884000000001
2018-01-21,0.257222
2018-01-23,1.4918876
2018-01-24,1.1317768
2018-01-26,0.8231104
2018-01-27,0.514444
2018-01-29,1.028888
2018-01-30,2.3664424
2018-01-31,1.800554
2018-02-02,0.514444
2018-02-03,0.4115552
2018-02-04,1.3375544
2018-02-05,0.8231104
2018-02-06,2.0063316
2018-02-08,0.9259992
2018-02-09,1.4404432
2018-02-10,1.1317768
2018-02-11,0.9259992
2018-02-12,1.9034428
2018-02-13,0.9259992
2018-02-14,2.0063316
2018-02-16,1.5947764
2018-02-17,0.9774436
2018-02-18,0.8231104
2018-02-20,0.4629996
2018-02-21,0.514444
2018-02-22,0.3601108
2018-02-23,0.257222
2018-02-24,1.2346656
2018-02-25,1.2346656
2018-02-26,2.2635536
2018-02-27,1.3889988
2018-02-28,0.8231104
2018-03-01,1.1832212
2018-03-03,1.543332
2018-03-06,2.57222
2018-03-07,1.28611
2018-03-08,0.7202216
2018-03-09,1.28611
2018-03-10,2.1092204
2018-03-11,1.0803324
2018-03-12,1.0803324
2018-03-13,1.1317768
2018-03-14,0.6173328
2018-03-15,1.28611
2018-03-16,0.8745548
2018-03-17,1.800554
2018-03-19,0.9774436
2018-03-20,1.28611
2018-03-21,0.771666
2018-03-22,1.3375544
2018-03-24,1.7491096
2018-03-25,1.7491096
2018-03-26,1.9548872
2018-03-27,1.9548872
2018-03-28,0.7202216
2018-03-29,1.3375544
2018-03-30,2.8808864
2018-03-31,3.4467748
2018-04-01,2.4178868
2018-04-02,1.2346656
2018-04-03,0.4629996
2018-04-04,1.6976652
2018-04-05,2.9323308
2018-04-06,3.343886
2018-04-07,3.85833
2018-04-08,2.0063316
2018-04-09,2.4178868
2018-04-10,1.543332
2018-04-11,3.1381084
2018-04-12,2.3664424
2018-04-13,2.1606648
2018-04-15,1.9034428
2018-04-16,1.543332
2018-04-17,1.6462208
2018-04-18,3.343886
2018-04-20,2.57222
2018-04-21,3.1895528
2018-04-22,3.7039968
2018-04-24,1.543332
2018-04-25,1.1832212
2018-04-26,3.85833
2018-04-27,4.3213296
2018-04-28,3.1381084
2018-04-29,3.4467748
2018-05-01,3.85833
2018-05-03,4.4242184
2018-05-04,2.829442
2018-05-05,2.057776
2018-05-06,1.5947764
2018-05-07,2.057776
2018-05-08,3.0352196
2018-05-09,3.4982192
2018-05-12,3.4982192
2018-05-13,3.6525524
2018-05-14,2.7779976
2018-05-15,2.2121092
2018-05-17,3.3953304
2018-05-19,1.9548872
2018-05-20,1.2346656
2018-05-21,1.5947764
2018-05-23,3.2924416
2018-05-24,2.9323308
2018-05-26,1.9034428
2018-05-27,2.9323308
2018-05-28,3.1895528
2018-05-29,4.115552
2018-05-30,3.2924416
2018-05-31,3.4467748
2018-06-02,3.85833
2018-06-03,3.7554412
2018-06-04,3.9097744
2018-06-06,3.1895528
2018-06-07,2.6236644
2018-06-08,2.4178868
2018-06-09,2.2635536
2018-06-10,1.8519984
2018-06-11,1.6976652
2018-06-12,3.5496636
2018-06-13,3.0352196
2018-06-14,2.7779976
2018-06-15,1.6976652
2018-06-16,3.086664
2018-06-17,2.2635536
2018-06-18,1.5947764
2018-06-19,1.3375544
2018-06-21,1.2346656
2018-06-22,2.3664424
2018-06-24,2.0063316
2018-06-25,2.0063316
2018-06-26,1.8519984
2018-06-28,4.4242184
2018-06-29,4.115552
2018-06-30,2.057776
2018-07-01,1.28611
2018-07-02,1.4918876
2018-07-03,1.9548872
2018-07-04,2.9837752
2018-07-05,2.1606648
2018-07-06,1.3375544
2018-07-07,1.5947764
2018-07-08,2.8808864
2018-07-09,4.0126632
2018-07-10,4.2184408
2018-07-11,2.2635536
2018-07-12,2.5207756
2018-07-13,1.6976652
2018-07-14,0.8745548
2018-07-15,2.6751088
2018-07-17,3.8068856
2018-07-18,3.9097744
2018-07-20,1.9034428
2018-07-21,1.800554
2018-07-22,2.57222
2018-07-23,3.086664
2018-07-24,2.829442
2018-07-25,2.5207756
2018-07-27,2.1606648
2018-07-28,1.543332
